Year,Articles,Country,Cancer
2002,0,Puerto Rico,Non-Hodgkin lymphoma
2003,0,Puerto Rico,Non-Hodgkin lymphoma
2004,0,Puerto Rico,Non-Hodgkin lymphoma
2005,0,Puerto Rico,Non-Hodgkin lymphoma
2006,0,Puerto Rico,Non-Hodgkin lymphoma
2007,0,Puerto Rico,Non-Hodgkin lymphoma
2008,0,Puerto Rico,Non-Hodgkin lymphoma
2009,0,Puerto Rico,Non-Hodgkin lymphoma
2010,0,Puerto Rico,Non-Hodgkin lymphoma
2011,0,Puerto Rico,Non-Hodgkin lymphoma
2013,0,Puerto Rico,Non-Hodgkin lymphoma
2014,0,Puerto Rico,Non-Hodgkin lymphoma
2015,0,Puerto Rico,Non-Hodgkin lymphoma
2016,0,Puerto Rico,Non-Hodgkin lymphoma
2017,0,Puerto Rico,Non-Hodgkin lymphoma
2018,0,Puerto Rico,Non-Hodgkin lymphoma
2019,0,Puerto Rico,Non-Hodgkin lymphoma
2020,0,Puerto Rico,Non-Hodgkin lymphoma
2021,0,Puerto Rico,Non-Hodgkin lymphoma
2022,0,Puerto Rico,Non-Hodgkin lymphoma
2023,0,Puerto Rico,Non-Hodgkin lymphoma
2024,0,Puerto Rico,Non-Hodgkin lymphoma
2025,0,Puerto Rico,Non-Hodgkin lymphoma
1986,0,Puerto Rico,Other cancer
1987,0,Puerto Rico,Other cancer
1988,0,Puerto Rico,Other cancer
1989,0,Puerto Rico,Other cancer
1990,0,Puerto Rico,Other cancer
1991,0,Puerto Rico,Other cancer
1992,0,Puerto Rico,Other cancer
1993,0,Puerto Rico,Other cancer
1994,0,Puerto Rico,Other cancer
1995,0,Puerto Rico,Other cancer
1996,0,Puerto Rico,Other cancer
1997,0,Puerto Rico,Other cancer
1998,0,Puerto Rico,Other cancer
1999,0,Puerto Rico,Other cancer
2000,0,Puerto Rico,Other cancer
2001,0,Puerto Rico,Other cancer
2002,0,Puerto Rico,Other cancer
2003,0,Puerto Rico,Other cancer
2004,0,Puerto Rico,Other cancer
2005,0,Puerto Rico,Other cancer
2006,0,Puerto Rico,Other cancer
2007,0,Puerto Rico,Other cancer
2008,0,Puerto Rico,Other cancer
2009,0,Puerto Rico,Other cancer
2010,0,Puerto Rico,Other cancer
2011,0,Puerto Rico,Other cancer
2012,0,Puerto Rico,Other cancer
2013,0,Puerto Rico,Other cancer
2014,0,Puerto Rico,Other cancer
2015,0,Puerto Rico,Other cancer
2016,0,Puerto Rico,Other cancer
2017,0,Puerto Rico,Other cancer
2018,0,Puerto Rico,Other cancer
2019,0,Puerto Rico,Other cancer
2020,0,Puerto Rico,Other cancer
2021,0,Puerto Rico,Other cancer
2022,0,Puerto Rico,Other cancer
2023,0,Puerto Rico,Other cancer
2024,0,Puerto Rico,Other cancer
2025,0,Puerto Rico,Other cancer
1986,0,Puerto Rico,Ovarian cancer
1987,0,Puerto Rico,Ovarian cancer
1988,0,Puerto Rico,Ovarian cancer
1989,0,Puerto Rico,Ovarian cancer
1990,0,Puerto Rico,Ovarian cancer
1991,0,Puerto Rico,Ovarian cancer
1992,0,Puerto Rico,Ovarian cancer
1993,0,Puerto Rico,Ovarian cancer
1994,0,Puerto Rico,Ovarian cancer
1995,0,Puerto Rico,Ovarian cancer
1996,0,Puerto Rico,Ovarian cancer
1997,0,Puerto Rico,Ovarian cancer
1998,0,Puerto Rico,Ovarian cancer
1999,0,Puerto Rico,Ovarian cancer
2000,0,Puerto Rico,Ovarian cancer
2001,0,Puerto Rico,Ovarian cancer
2002,0,Puerto Rico,Ovarian cancer
2003,0,Puerto Rico,Ovarian cancer
2004,0,Puerto Rico,Ovarian cancer
2005,0,Puerto Rico,Ovarian cancer
2006,0,Puerto Rico,Ovarian cancer
2007,0,Puerto Rico,Ovarian cancer
2008,0,Puerto Rico,Ovarian cancer
2009,0,Puerto Rico,Ovarian cancer
2010,0,Puerto Rico,Ovarian cancer
2011,0,Puerto Rico,Ovarian cancer
2012,0,Puerto Rico,Ovarian cancer
2013,0,Puerto Rico,Ovarian cancer
2014,0,Puerto Rico,Ovarian cancer
2015,0,Puerto Rico,Ovarian cancer
2016,0,Puerto Rico,Ovarian cancer
2017,0,Puerto Rico,Ovarian cancer
2018,0,Puerto Rico,Ovarian cancer
2019,0,Puerto Rico,Ovarian cancer
2020,0,Puerto Rico,Ovarian cancer
2021,0,Puerto Rico,Ovarian cancer
2022,0,Puerto Rico,Ovarian cancer
2023,0,Puerto Rico,Ovarian cancer
2024,0,Puerto Rico,Ovarian cancer
2025,0,Puerto Rico,Ovarian cancer
1986,0,Puerto Rico,Pancreatic cancer
1987,0,Puerto Rico,Pancreatic cancer
1988,0,Puerto Rico,Pancreatic cancer
1989,0,Puerto Rico,Pancreatic cancer
1990,0,Puerto Rico,Pancreatic cancer
1991,0,Puerto Rico,Pancreatic cancer
1992,0,Puerto Rico,Pancreatic cancer
1993,0,Puerto Rico,Pancreatic cancer
1994,0,Puerto Rico,Pancreatic cancer
1995,0,Puerto Rico,Pancreatic cancer
1996,0,Puerto Rico,Pancreatic cancer
1997,0,Puerto Rico,Pancreatic cancer
1998,0,Puerto Rico,Pancreatic cancer
1999,0,Puerto Rico,Pancreatic cancer
2000,0,Puerto Rico,Pancreatic cancer
2001,0,Puerto Rico,Pancreatic cancer
2002,0,Puerto Rico,Pancreatic cancer
2003,0,Puerto Rico,Pancreatic cancer
2004,0,Puerto Rico,Pancreatic cancer
2005,0,Puerto Rico,Pancreatic cancer
2006,0,Puerto Rico,Pancreatic cancer
2007,0,Puerto Rico,Pancreatic cancer
2008,0,Puerto Rico,Pancreatic cancer
2009,0,Puerto Rico,Pancreatic cancer
2010,0,Puerto Rico,Pancreatic cancer
2011,0,Puerto Rico,Pancreatic cancer
2012,0,Puerto Rico,Pancreatic cancer
2013,0,Puerto Rico,Pancreatic cancer
2014,0,Puerto Rico,Pancreatic cancer
2015,0,Puerto Rico,Pancreatic cancer
2016,0,Puerto Rico,Pancreatic cancer
2017,0,Puerto Rico,Pancreatic cancer
2018,0,Puerto Rico,Pancreatic cancer
2019,0,Puerto Rico,Pancreatic cancer
2020,0,Puerto Rico,Pancreatic cancer
2021,0,Puerto Rico,Pancreatic cancer
2022,0,Puerto Rico,Pancreatic cancer
2023,0,Puerto Rico,Pancreatic cancer
2024,0,Puerto Rico,Pancreatic cancer
2025,0,Puerto Rico,Pancreatic cancer
1986,0,Puerto Rico,Penile cancer
1987,0,Puerto Rico,Penile cancer
1988,0,Puerto Rico,Penile cancer
1989,0,Puerto Rico,Penile cancer
1990,0,Puerto Rico,Penile cancer
1991,0,Puerto Rico,Penile cancer
1992,0,Puerto Rico,Penile cancer
1993,0,Puerto Rico,Penile cancer
1994,0,Puerto Rico,Penile cancer
1995,0,Puerto Rico,Penile cancer
1996,0,Puerto Rico,Penile cancer
1997,0,Puerto Rico,Penile cancer
1998,0,Puerto Rico,Penile cancer
1999,0,Puerto Rico,Penile cancer
2000,0,Puerto Rico,Penile cancer
2001,0,Puerto Rico,Penile cancer
2002,0,Puerto Rico,Penile cancer
2003,0,Puerto Rico,Penile cancer
2004,0,Puerto Rico,Penile cancer
2005,0,Puerto Rico,Penile cancer
2006,0,Puerto Rico,Penile cancer
2007,0,Puerto Rico,Penile cancer
2008,0,Puerto Rico,Penile cancer
2009,0,Puerto Rico,Penile cancer
2010,0,Puerto Rico,Penile cancer
2011,0,Puerto Rico,Penile cancer
2012,0,Puerto Rico,Penile cancer
2013,0,Puerto Rico,Penile cancer
2014,0,Puerto Rico,Penile cancer
2015,0,Puerto Rico,Penile cancer
2016,0,Puerto Rico,Penile cancer
2017,0,Puerto Rico,Penile cancer
2018,0,Puerto Rico,Penile cancer
2019,0,Puerto Rico,Penile cancer
2020,0,Puerto Rico,Penile cancer
2021,0,Puerto Rico,Penile cancer
2022,0,Puerto Rico,Penile cancer
2023,0,Puerto Rico,Penile cancer
2024,0,Puerto Rico,Penile cancer
2025,0,Puerto Rico,Penile cancer
2008,1,Puerto Rico,Prostate cancer
1986,0,Puerto Rico,Prostate cancer
1987,0,Puerto Rico,Prostate cancer
1988,0,Puerto Rico,Prostate cancer
1989,0,Puerto Rico,Prostate cancer
1990,0,Puerto Rico,Prostate cancer
1991,0,Puerto Rico,Prostate cancer
1992,0,Puerto Rico,Prostate cancer
1993,0,Puerto Rico,Prostate cancer
1994,0,Puerto Rico,Prostate cancer
1995,0,Puerto Rico,Prostate cancer
1996,0,Puerto Rico,Prostate cancer
1997,0,Puerto Rico,Prostate cancer
1998,0,Puerto Rico,Prostate cancer
1999,0,Puerto Rico,Prostate cancer
2000,0,Puerto Rico,Prostate cancer
2001,0,Puerto Rico,Prostate cancer
2002,0,Puerto Rico,Prostate cancer
2003,0,Puerto Rico,Prostate cancer
2004,0,Puerto Rico,Prostate cancer
2005,0,Puerto Rico,Prostate cancer
2006,0,Puerto Rico,Prostate cancer
2007,0,Puerto Rico,Prostate cancer
2009,0,Puerto Rico,Prostate cancer
2010,0,Puerto Rico,Prostate cancer
2011,0,Puerto Rico,Prostate cancer
2012,0,Puerto Rico,Prostate cancer
2013,0,Puerto Rico,Prostate cancer
2014,0,Puerto Rico,Prostate cancer
2015,0,Puerto Rico,Prostate cancer
2016,0,Puerto Rico,Prostate cancer
2017,0,Puerto Rico,Prostate cancer
2018,0,Puerto Rico,Prostate cancer
2019,0,Puerto Rico,Prostate cancer
2020,0,Puerto Rico,Prostate cancer
2021,0,Puerto Rico,Prostate cancer
2022,0,Puerto Rico,Prostate cancer
2023,0,Puerto Rico,Prostate cancer
2024,0,Puerto Rico,Prostate cancer
2025,0,Puerto Rico,Prostate cancer
1986,0,Puerto Rico,Rectal cancer
1987,0,Puerto Rico,Rectal cancer
1988,0,Puerto Rico,Rectal cancer
1989,0,Puerto Rico,Rectal cancer
1990,0,Puerto Rico,Rectal cancer
1991,0,Puerto Rico,Rectal cancer
1992,0,Puerto Rico,Rectal cancer
1993,0,Puerto Rico,Rectal cancer
1994,0,Puerto Rico,Rectal cancer
1995,0,Puerto Rico,Rectal cancer
1996,0,Puerto Rico,Rectal cancer
1997,0,Puerto Rico,Rectal cancer
1998,0,Puerto Rico,Rectal cancer
1999,0,Puerto Rico,Rectal cancer
2000,0,Puerto Rico,Rectal cancer
2001,0,Puerto Rico,Rectal cancer
2002,0,Puerto Rico,Rectal cancer
2003,0,Puerto Rico,Rectal cancer
2004,0,Puerto Rico,Rectal cancer
2005,0,Puerto Rico,Rectal cancer
2006,0,Puerto Rico,Rectal cancer
2007,0,Puerto Rico,Rectal cancer
2008,0,Puerto Rico,Rectal cancer
2009,0,Puerto Rico,Rectal cancer
2010,0,Puerto Rico,Rectal cancer
2011,0,Puerto Rico,Rectal cancer
2012,0,Puerto Rico,Rectal cancer
2013,0,Puerto Rico,Rectal cancer
2014,0,Puerto Rico,Rectal cancer
2015,0,Puerto Rico,Rectal cancer
2016,0,Puerto Rico,Rectal cancer
2017,0,Puerto Rico,Rectal cancer
2018,0,Puerto Rico,Rectal cancer
2019,0,Puerto Rico,Rectal cancer
2020,0,Puerto Rico,Rectal cancer
2021,0,Puerto Rico,Rectal cancer
2022,0,Puerto Rico,Rectal cancer
2023,0,Puerto Rico,Rectal cancer
2024,0,Puerto Rico,Rectal cancer
2025,0,Puerto Rico,Rectal cancer
1986,0,Puerto Rico,Salivary gland cancer
1987,0,Puerto Rico,Salivary gland cancer
1988,0,Puerto Rico,Salivary gland cancer
1989,0,Puerto Rico,Salivary gland cancer
1990,0,Puerto Rico,Salivary gland cancer
1991,0,Puerto Rico,Salivary gland cancer
1992,0,Puerto Rico,Salivary gland cancer
1993,0,Puerto Rico,Salivary gland cancer
1994,0,Puerto Rico,Salivary gland cancer
1995,0,Puerto Rico,Salivary gland cancer
1996,0,Puerto Rico,Salivary gland cancer
1997,0,Puerto Rico,Salivary gland cancer
1998,0,Puerto Rico,Salivary gland cancer
1999,0,Puerto Rico,Salivary gland cancer
2000,0,Puerto Rico,Salivary gland cancer
2001,0,Puerto Rico,Salivary gland cancer
2002,0,Puerto Rico,Salivary gland cancer
2003,0,Puerto Rico,Salivary gland cancer
2004,0,Puerto Rico,Salivary gland cancer
2005,0,Puerto Rico,Salivary gland cancer
2006,0,Puerto Rico,Salivary gland cancer
2007,0,Puerto Rico,Salivary gland cancer
2008,0,Puerto Rico,Salivary gland cancer
2009,0,Puerto Rico,Salivary gland cancer
2010,0,Puerto Rico,Salivary gland cancer
2011,0,Puerto Rico,Salivary gland cancer
2012,0,Puerto Rico,Salivary gland cancer
2013,0,Puerto Rico,Salivary gland cancer
2014,0,Puerto Rico,Salivary gland cancer
2015,0,Puerto Rico,Salivary gland cancer
2016,0,Puerto Rico,Salivary gland cancer
2017,0,Puerto Rico,Salivary gland cancer
2018,0,Puerto Rico,Salivary gland cancer
2019,0,Puerto Rico,Salivary gland cancer
2020,0,Puerto Rico,Salivary gland cancer
2021,0,Puerto Rico,Salivary gland cancer
2022,0,Puerto Rico,Salivary gland cancer
2023,0,Puerto Rico,Salivary gland cancer
2024,0,Puerto Rico,Salivary gland cancer
2025,0,Puerto Rico,Salivary gland cancer
1986,0,Puerto Rico,Skin cancer
1987,0,Puerto Rico,Skin cancer
1988,0,Puerto Rico,Skin cancer
1989,0,Puerto Rico,Skin cancer
1990,0,Puerto Rico,Skin cancer
1991,0,Puerto Rico,Skin cancer
1992,0,Puerto Rico,Skin cancer
1993,0,Puerto Rico,Skin cancer
1994,0,Puerto Rico,Skin cancer
1995,0,Puerto Rico,Skin cancer
1996,0,Puerto Rico,Skin cancer
1997,0,Puerto Rico,Skin cancer
1998,0,Puerto Rico,Skin cancer
1999,0,Puerto Rico,Skin cancer
2000,0,Puerto Rico,Skin cancer
2001,0,Puerto Rico,Skin cancer
2002,0,Puerto Rico,Skin cancer
2003,0,Puerto Rico,Skin cancer
2004,0,Puerto Rico,Skin cancer
2005,0,Puerto Rico,Skin cancer
2006,0,Puerto Rico,Skin cancer
2007,0,Puerto Rico,Skin cancer
2008,0,Puerto Rico,Skin cancer
2009,0,Puerto Rico,Skin cancer
2010,0,Puerto Rico,Skin cancer
2011,0,Puerto Rico,Skin cancer
2012,0,Puerto Rico,Skin cancer
2013,0,Puerto Rico,Skin cancer
2014,0,Puerto Rico,Skin cancer
2015,0,Puerto Rico,Skin cancer
2016,0,Puerto Rico,Skin cancer
2017,0,Puerto Rico,Skin cancer
2018,0,Puerto Rico,Skin cancer
2019,0,Puerto Rico,Skin cancer
2020,0,Puerto Rico,Skin cancer
2021,0,Puerto Rico,Skin cancer
2022,0,Puerto Rico,Skin cancer
2023,0,Puerto Rico,Skin cancer
2024,0,Puerto Rico,Skin cancer
2025,0,Puerto Rico,Skin cancer
2016,1,Puerto Rico,Stomach cancer
1986,0,Puerto Rico,Stomach cancer
1987,0,Puerto Rico,Stomach cancer
1988,0,Puerto Rico,Stomach cancer
1989,0,Puerto Rico,Stomach cancer
1990,0,Puerto Rico,Stomach cancer
1991,0,Puerto Rico,Stomach cancer
1992,0,Puerto Rico,Stomach cancer
1993,0,Puerto Rico,Stomach cancer
1994,0,Puerto Rico,Stomach cancer
1995,0,Puerto Rico,Stomach cancer
1996,0,Puerto Rico,Stomach cancer
1997,0,Puerto Rico,Stomach cancer
1998,0,Puerto Rico,Stomach cancer
1999,0,Puerto Rico,Stomach cancer
2000,0,Puerto Rico,Stomach cancer
2001,0,Puerto Rico,Stomach cancer
2002,0,Puerto Rico,Stomach cancer
2003,0,Puerto Rico,Stomach cancer
2004,0,Puerto Rico,Stomach cancer
2005,0,Puerto Rico,Stomach cancer
2006,0,Puerto Rico,Stomach cancer
2007,0,Puerto Rico,Stomach cancer
2008,0,Puerto Rico,Stomach cancer
2009,0,Puerto Rico,Stomach cancer
2010,0,Puerto Rico,Stomach cancer
2011,0,Puerto Rico,Stomach cancer
2012,0,Puerto Rico,Stomach cancer
2013,0,Puerto Rico,Stomach cancer
2014,0,Puerto Rico,Stomach cancer
2015,0,Puerto Rico,Stomach cancer
2017,0,Puerto Rico,Stomach cancer
2018,0,Puerto Rico,Stomach cancer
2019,0,Puerto Rico,Stomach cancer
2020,0,Puerto Rico,Stomach cancer
2021,0,Puerto Rico,Stomach cancer
2022,0,Puerto Rico,Stomach cancer
2023,0,Puerto Rico,Stomach cancer
2024,0,Puerto Rico,Stomach cancer
2025,0,Puerto Rico,Stomach cancer
1986,0,Puerto Rico,Testicular cancer
1987,0,Puerto Rico,Testicular cancer
1988,0,Puerto Rico,Testicular cancer
1989,0,Puerto Rico,Testicular cancer
1990,0,Puerto Rico,Testicular cancer
1991,0,Puerto Rico,Testicular cancer
1992,0,Puerto Rico,Testicular cancer
1993,0,Puerto Rico,Testicular cancer
1994,0,Puerto Rico,Testicular cancer
1995,0,Puerto Rico,Testicular cancer
1996,0,Puerto Rico,Testicular cancer
1997,0,Puerto Rico,Testicular cancer
1998,0,Puerto Rico,Testicular cancer
1999,0,Puerto Rico,Testicular cancer
2000,0,Puerto Rico,Testicular cancer
2001,0,Puerto Rico,Testicular cancer
2002,0,Puerto Rico,Testicular cancer
2003,0,Puerto Rico,Testicular cancer
2004,0,Puerto Rico,Testicular cancer
2005,0,Puerto Rico,Testicular cancer
2006,0,Puerto Rico,Testicular cancer
2007,0,Puerto Rico,Testicular cancer
2008,0,Puerto Rico,Testicular cancer
2009,0,Puerto Rico,Testicular cancer
2010,0,Puerto Rico,Testicular cancer
2011,0,Puerto Rico,Testicular cancer
2012,0,Puerto Rico,Testicular cancer
2013,0,Puerto Rico,Testicular cancer
2014,0,Puerto Rico,Testicular cancer
2015,0,Puerto Rico,Testicular cancer
2016,0,Puerto Rico,Testicular cancer
2017,0,Puerto Rico,Testicular cancer
2018,0,Puerto Rico,Testicular cancer
2019,0,Puerto Rico,Testicular cancer
2020,0,Puerto Rico,Testicular cancer
2021,0,Puerto Rico,Testicular cancer
2022,0,Puerto Rico,Testicular cancer
2023,0,Puerto Rico,Testicular cancer
2024,0,Puerto Rico,Testicular cancer
2025,0,Puerto Rico,Testicular cancer
1986,0,Puerto Rico,Throat cancer
1987,0,Puerto Rico,Throat cancer
1988,0,Puerto Rico,Throat cancer
1989,0,Puerto Rico,Throat cancer
1990,0,Puerto Rico,Throat cancer
1991,0,Puerto Rico,Throat cancer
1992,0,Puerto Rico,Throat cancer
1993,0,Puerto Rico,Throat cancer
1994,0,Puerto Rico,Throat cancer
1995,0,Puerto Rico,Throat cancer
1996,0,Puerto Rico,Throat cancer
1997,0,Puerto Rico,Throat cancer
1998,0,Puerto Rico,Throat cancer
1999,0,Puerto Rico,Throat cancer
2000,0,Puerto Rico,Throat cancer
2001,0,Puerto Rico,Throat cancer
2002,0,Puerto Rico,Throat cancer
2003,0,Puerto Rico,Throat cancer
2004,0,Puerto Rico,Throat cancer
2005,0,Puerto Rico,Throat cancer
2006,0,Puerto Rico,Throat cancer
2007,0,Puerto Rico,Throat cancer
2008,0,Puerto Rico,Throat cancer
2009,0,Puerto Rico,Throat cancer
2010,0,Puerto Rico,Throat cancer
2011,0,Puerto Rico,Throat cancer
2012,0,Puerto Rico,Throat cancer
2013,0,Puerto Rico,Throat cancer
2014,0,Puerto Rico,Throat cancer
2015,0,Puerto Rico,Throat cancer
2016,0,Puerto Rico,Throat cancer
2017,0,Puerto Rico,Throat cancer
2018,0,Puerto Rico,Throat cancer
2019,0,Puerto Rico,Throat cancer
2020,0,Puerto Rico,Throat cancer
2021,0,Puerto Rico,Throat cancer
2022,0,Puerto Rico,Throat cancer
2023,0,Puerto Rico,Throat cancer
2024,0,Puerto Rico,Throat cancer
2025,0,Puerto Rico,Throat cancer
2008,1,Puerto Rico,Thyroid cancer
1986,0,Puerto Rico,Thyroid cancer
1987,0,Puerto Rico,Thyroid cancer
1988,0,Puerto Rico,Thyroid cancer
1989,0,Puerto Rico,Thyroid cancer
1990,0,Puerto Rico,Thyroid cancer
1991,0,Puerto Rico,Thyroid cancer
1992,0,Puerto Rico,Thyroid cancer
1993,0,Puerto Rico,Thyroid cancer
1994,0,Puerto Rico,Thyroid cancer
1995,0,Puerto Rico,Thyroid cancer
1996,0,Puerto Rico,Thyroid cancer
1997,0,Puerto Rico,Thyroid cancer
1998,0,Puerto Rico,Thyroid cancer
1999,0,Puerto Rico,Thyroid cancer
2000,0,Puerto Rico,Thyroid cancer
2001,0,Puerto Rico,Thyroid cancer
2002,0,Puerto Rico,Thyroid cancer
2003,0,Puerto Rico,Thyroid cancer
2004,0,Puerto Rico,Thyroid cancer
2005,0,Puerto Rico,Thyroid cancer
2006,0,Puerto Rico,Thyroid cancer
2007,0,Puerto Rico,Thyroid cancer
2009,0,Puerto Rico,Thyroid cancer
2010,0,Puerto Rico,Thyroid cancer
2011,0,Puerto Rico,Thyroid cancer
2012,0,Puerto Rico,Thyroid cancer
2013,0,Puerto Rico,Thyroid cancer
2014,0,Puerto Rico,Thyroid cancer
2015,0,Puerto Rico,Thyroid cancer
2016,0,Puerto Rico,Thyroid cancer
2017,0,Puerto Rico,Thyroid cancer
2018,0,Puerto Rico,Thyroid cancer
2019,0,Puerto Rico,Thyroid cancer
2020,0,Puerto Rico,Thyroid cancer
2021,0,Puerto Rico,Thyroid cancer
2022,0,Puerto Rico,Thyroid cancer
2023,0,Puerto Rico,Thyroid cancer
2024,0,Puerto Rico,Thyroid cancer
2025,0,Puerto Rico,Thyroid cancer
1986,0,Puerto Rico,Undetermined cancer
1987,0,Puerto Rico,Undetermined cancer
1988,0,Puerto Rico,Undetermined cancer
1989,0,Puerto Rico,Undetermined cancer
1990,0,Puerto Rico,Undetermined cancer
1991,0,Puerto Rico,Undetermined cancer
1992,0,Puerto Rico,Undetermined cancer
1993,0,Puerto Rico,Undetermined cancer
1994,0,Puerto Rico,Undetermined cancer
1995,0,Puerto Rico,Undetermined cancer
1996,0,Puerto Rico,Undetermined cancer
1997,0,Puerto Rico,Undetermined cancer
1998,0,Puerto Rico,Undetermined cancer
1999,0,Puerto Rico,Undetermined cancer
2000,0,Puerto Rico,Undetermined cancer
2001,0,Puerto Rico,Undetermined cancer
2002,0,Puerto Rico,Undetermined cancer
2003,0,Puerto Rico,Undetermined cancer
2004,0,Puerto Rico,Undetermined cancer
2005,0,Puerto Rico,Undetermined cancer
2006,0,Puerto Rico,Undetermined cancer
2007,0,Puerto Rico,Undetermined cancer
2008,0,Puerto Rico,Undetermined cancer
2009,0,Puerto Rico,Undetermined cancer
2010,0,Puerto Rico,Undetermined cancer
2011,0,Puerto Rico,Undetermined cancer
2012,0,Puerto Rico,Undetermined cancer
2013,0,Puerto Rico,Undetermined cancer
2014,0,Puerto Rico,Undetermined cancer
2015,0,Puerto Rico,Undetermined cancer
2016,0,Puerto Rico,Undetermined cancer
2017,0,Puerto Rico,Undetermined cancer
2018,0,Puerto Rico,Undetermined cancer
2019,0,Puerto Rico,Undetermined cancer
2020,0,Puerto Rico,Undetermined cancer
2021,0,Puerto Rico,Undetermined cancer
2022,0,Puerto Rico,Undetermined cancer
2023,0,Puerto Rico,Undetermined cancer
2024,0,Puerto Rico,Undetermined cancer
2025,0,Puerto Rico,Undetermined cancer
1986,0,Puerto Rico,Uterine cancer
1987,0,Puerto Rico,Uterine cancer
1988,0,Puerto Rico,Uterine cancer
1989,0,Puerto Rico,Uterine cancer
1990,0,Puerto Rico,Uterine cancer
1991,0,Puerto Rico,Uterine cancer
1992,0,Puerto Rico,Uterine cancer
1993,0,Puerto Rico,Uterine cancer
1994,0,Puerto Rico,Uterine cancer
1995,0,Puerto Rico,Uterine cancer
1996,0,Puerto Rico,Uterine cancer
1997,0,Puerto Rico,Uterine cancer
1998,0,Puerto Rico,Uterine cancer
1999,0,Puerto Rico,Uterine cancer
2000,0,Puerto Rico,Uterine cancer
2001,0,Puerto Rico,Uterine cancer
2002,0,Puerto Rico,Uterine cancer
2003,0,Puerto Rico,Uterine cancer
2004,0,Puerto Rico,Uterine cancer
2005,0,Puerto Rico,Uterine cancer
2006,0,Puerto Rico,Uterine cancer
2007,0,Puerto Rico,Uterine cancer
2008,0,Puerto Rico,Uterine cancer
2009,0,Puerto Rico,Uterine cancer
2010,0,Puerto Rico,Uterine cancer
2011,0,Puerto Rico,Uterine cancer
2012,0,Puerto Rico,Uterine cancer
2013,0,Puerto Rico,Uterine cancer
2014,0,Puerto Rico,Uterine cancer
2015,0,Puerto Rico,Uterine cancer
2016,0,Puerto Rico,Uterine cancer
2017,0,Puerto Rico,Uterine cancer
2018,0,Puerto Rico,Uterine cancer
2019,0,Puerto Rico,Uterine cancer
2020,0,Puerto Rico,Uterine cancer
2021,0,Puerto Rico,Uterine cancer
2022,0,Puerto Rico,Uterine cancer
2023,0,Puerto Rico,Uterine cancer
2024,0,Puerto Rico,Uterine cancer
2025,0,Puerto Rico,Uterine cancer
1986,0,Puerto Rico,Vaginal cancer
1987,0,Puerto Rico,Vaginal cancer
1988,0,Puerto Rico,Vaginal cancer
1989,0,Puerto Rico,Vaginal cancer
1990,0,Puerto Rico,Vaginal cancer
1991,0,Puerto Rico,Vaginal cancer
1992,0,Puerto Rico,Vaginal cancer
1993,0,Puerto Rico,Vaginal cancer
1994,0,Puerto Rico,Vaginal cancer
1995,0,Puerto Rico,Vaginal cancer
1996,0,Puerto Rico,Vaginal cancer
1997,0,Puerto Rico,Vaginal cancer
1998,0,Puerto Rico,Vaginal cancer
1999,0,Puerto Rico,Vaginal cancer
2000,0,Puerto Rico,Vaginal cancer
2001,0,Puerto Rico,Vaginal cancer
2002,0,Puerto Rico,Vaginal cancer
2003,0,Puerto Rico,Vaginal cancer
2004,0,Puerto Rico,Vaginal cancer
2005,0,Puerto Rico,Vaginal cancer
2006,0,Puerto Rico,Vaginal cancer
2007,0,Puerto Rico,Vaginal cancer
2008,0,Puerto Rico,Vaginal cancer
2009,0,Puerto Rico,Vaginal cancer
2010,0,Puerto Rico,Vaginal cancer
2011,0,Puerto Rico,Vaginal cancer
2012,0,Puerto Rico,Vaginal cancer
2013,0,Puerto Rico,Vaginal cancer
2014,0,Puerto Rico,Vaginal cancer
2015,0,Puerto Rico,Vaginal cancer
2016,0,Puerto Rico,Vaginal cancer
2017,0,Puerto Rico,Vaginal cancer
2018,0,Puerto Rico,Vaginal cancer
2019,0,Puerto Rico,Vaginal cancer
2020,0,Puerto Rico,Vaginal cancer
2021,0,Puerto Rico,Vaginal cancer
2022,0,Puerto Rico,Vaginal cancer
2023,0,Puerto Rico,Vaginal cancer
2024,0,Puerto Rico,Vaginal cancer
2025,0,Puerto Rico,Vaginal cancer
1986,0,Puerto Rico,Vulvar cancer
1987,0,Puerto Rico,Vulvar cancer
1988,0,Puerto Rico,Vulvar cancer
1989,0,Puerto Rico,Vulvar cancer
1990,0,Puerto Rico,Vulvar cancer
1991,0,Puerto Rico,Vulvar cancer
1992,0,Puerto Rico,Vulvar cancer
1993,0,Puerto Rico,Vulvar cancer
1994,0,Puerto Rico,Vulvar cancer
1995,0,Puerto Rico,Vulvar cancer
1996,0,Puerto Rico,Vulvar cancer
1997,0,Puerto Rico,Vulvar cancer
1998,0,Puerto Rico,Vulvar cancer
1999,0,Puerto Rico,Vulvar cancer
2000,0,Puerto Rico,Vulvar cancer
2001,0,Puerto Rico,Vulvar cancer
2002,0,Puerto Rico,Vulvar cancer
2003,0,Puerto Rico,Vulvar cancer
2004,0,Puerto Rico,Vulvar cancer
2005,0,Puerto Rico,Vulvar cancer
2006,0,Puerto Rico,Vulvar cancer
2007,0,Puerto Rico,Vulvar cancer
2008,0,Puerto Rico,Vulvar cancer
2009,0,Puerto Rico,Vulvar cancer
2010,0,Puerto Rico,Vulvar cancer
2011,0,Puerto Rico,Vulvar cancer
2012,0,Puerto Rico,Vulvar cancer
2013,0,Puerto Rico,Vulvar cancer
