Cancer,Articles,Country
Testicular cancer,0,Algeria
Throat cancer,0,Algeria
Thyroid cancer,0,Algeria
Undetermined cancer,0,Algeria
Uterine cancer,0,Algeria
Vaginal cancer,0,Algeria
Vulvar cancer,0,Algeria
Anal cancer,0,Israel
Bladder cancer,9,Israel
Brain cancer,22,Israel
Breast cancer,94,Israel
Cervical cancer,2,Israel
Colon cancer,11,Israel
Colorectal cancer,38,Israel
Esophageal cancer,3,Israel
Gallbladder cancer,1,Israel
Hodgkin lymphoma,13,Israel
Kaposi sarcoma,2,Israel
Kidney cancer,10,Israel
Laryngeal cancer,2,Israel
Leukemia,71,Israel
Liver cancer,4,Israel
Lung cancer,4,Israel
Mesothelioma,1,Israel
Mouth cancer,0,Israel
Multiple myeloma,16,Israel
Non-Hodgkin lymphoma,10,Israel
Other cancer,0,Israel
Ovarian cancer,27,Israel
Pancreatic cancer,15,Israel
Penile cancer,0,Israel
Prostate cancer,26,Israel
Rectal cancer,8,Israel
Salivary gland cancer,0,Israel
Skin cancer,45,Israel
Stomach cancer,2,Israel
Testicular cancer,0,Israel
Throat cancer,0,Israel
Thyroid cancer,4,Israel
Undetermined cancer,0,Israel
Uterine cancer,5,Israel
Vaginal cancer,0,Israel
Vulvar cancer,0,Israel
Anal cancer,0,Sierra Leone
Bladder cancer,0,Sierra Leone
Brain cancer,0,Sierra Leone
Breast cancer,0,Sierra Leone
Cervical cancer,0,Sierra Leone
Colon cancer,0,Sierra Leone
Colorectal cancer,0,Sierra Leone
Esophageal cancer,0,Sierra Leone
Gallbladder cancer,0,Sierra Leone
Hodgkin lymphoma,0,Sierra Leone
Kaposi sarcoma,0,Sierra Leone
Kidney cancer,0,Sierra Leone
Laryngeal cancer,0,Sierra Leone
Leukemia,0,Sierra Leone
Liver cancer,0,Sierra Leone
Lung cancer,0,Sierra Leone
Mesothelioma,0,Sierra Leone
Mouth cancer,0,Sierra Leone
Multiple myeloma,0,Sierra Leone
Non-Hodgkin lymphoma,0,Sierra Leone
Other cancer,0,Sierra Leone
Ovarian cancer,0,Sierra Leone
Pancreatic cancer,0,Sierra Leone
Penile cancer,0,Sierra Leone
Prostate cancer,0,Sierra Leone
Rectal cancer,0,Sierra Leone
Salivary gland cancer,0,Sierra Leone
Skin cancer,0,Sierra Leone
Stomach cancer,0,Sierra Leone
Testicular cancer,0,Sierra Leone
Throat cancer,0,Sierra Leone
Thyroid cancer,0,Sierra Leone
Undetermined cancer,0,Sierra Leone
Uterine cancer,0,Sierra Leone
Vaginal cancer,0,Sierra Leone
Vulvar cancer,0,Sierra Leone
Anal cancer,0,Ethiopia
Bladder cancer,0,Ethiopia
Brain cancer,0,Ethiopia
Breast cancer,4,Ethiopia
Cervical cancer,6,Ethiopia
Colon cancer,0,Ethiopia
Colorectal cancer,0,Ethiopia
Esophageal cancer,0,Ethiopia
Gallbladder cancer,0,Ethiopia
Hodgkin lymphoma,0,Ethiopia
Kaposi sarcoma,0,Ethiopia
Kidney cancer,0,Ethiopia
Laryngeal cancer,0,Ethiopia
Leukemia,1,Ethiopia
Liver cancer,0,Ethiopia
Lung cancer,0,Ethiopia
Mesothelioma,0,Ethiopia
Mouth cancer,0,Ethiopia
Multiple myeloma,0,Ethiopia
Non-Hodgkin lymphoma,0,Ethiopia
Other cancer,0,Ethiopia
Ovarian cancer,0,Ethiopia
Pancreatic cancer,0,Ethiopia
Penile cancer,0,Ethiopia
Prostate cancer,0,Ethiopia
Rectal cancer,0,Ethiopia
Salivary gland cancer,0,Ethiopia
Skin cancer,0,Ethiopia
Stomach cancer,0,Ethiopia
Testicular cancer,0,Ethiopia
Throat cancer,0,Ethiopia
Thyroid cancer,0,Ethiopia
Undetermined cancer,0,Ethiopia
Uterine cancer,0,Ethiopia
Vaginal cancer,0,Ethiopia
Vulvar cancer,0,Ethiopia
Anal cancer,0,Togo
Bladder cancer,0,Togo
Brain cancer,0,Togo
Breast cancer,0,Togo
Cervical cancer,0,Togo
Colon cancer,0,Togo
Colorectal cancer,0,Togo
Esophageal cancer,0,Togo
Gallbladder cancer,0,Togo
Hodgkin lymphoma,0,Togo
Kaposi sarcoma,0,Togo
Kidney cancer,0,Togo
Laryngeal cancer,0,Togo
Leukemia,0,Togo
Liver cancer,0,Togo
Lung cancer,0,Togo
Mesothelioma,0,Togo
Mouth cancer,0,Togo
Multiple myeloma,0,Togo
Non-Hodgkin lymphoma,0,Togo
Other cancer,0,Togo
Ovarian cancer,0,Togo
Pancreatic cancer,0,Togo
Penile cancer,0,Togo
Prostate cancer,0,Togo
Rectal cancer,0,Togo
Salivary gland cancer,0,Togo
Skin cancer,0,Togo
Stomach cancer,0,Togo
Testicular cancer,0,Togo
Throat cancer,0,Togo
Thyroid cancer,0,Togo
Undetermined cancer,0,Togo
Uterine cancer,0,Togo
Vaginal cancer,0,Togo
Vulvar cancer,0,Togo
Anal cancer,1,South Korea
Bladder cancer,27,South Korea
Brain cancer,31,South Korea
Breast cancer,314,South Korea
Cervical cancer,52,South Korea
Colon cancer,54,South Korea
Colorectal cancer,161,South Korea
Esophageal cancer,24,South Korea
Gallbladder cancer,11,South Korea
Hodgkin lymphoma,12,South Korea
Kaposi sarcoma,0,South Korea
Kidney cancer,27,South Korea
Laryngeal cancer,0,South Korea
Leukemia,94,South Korea
Liver cancer,174,South Korea
Lung cancer,174,South Korea
Mesothelioma,1,South Korea
Mouth cancer,0,South Korea
Multiple myeloma,43,South Korea
Non-Hodgkin lymphoma,49,South Korea
Other cancer,0,South Korea
Ovarian cancer,54,South Korea
Pancreatic cancer,76,South Korea
Penile cancer,0,South Korea
Prostate cancer,62,South Korea
Rectal cancer,102,South Korea
Salivary gland cancer,3,South Korea
Skin cancer,29,South Korea
Stomach cancer,75,South Korea
Testicular cancer,0,South Korea
Throat cancer,0,South Korea
Thyroid cancer,51,South Korea
Undetermined cancer,0,South Korea
Uterine cancer,20,South Korea
Vaginal cancer,0,South Korea
Vulvar cancer,0,South Korea
Anal cancer,0,Mali
Bladder cancer,0,Mali
Brain cancer,0,Mali
Breast cancer,0,Mali
Cervical cancer,0,Mali
Colon cancer,0,Mali
Colorectal cancer,0,Mali
Esophageal cancer,0,Mali
Gallbladder cancer,0,Mali
Hodgkin lymphoma,0,Mali
Kaposi sarcoma,0,Mali
Kidney cancer,1,Mali
Laryngeal cancer,0,Mali
Leukemia,0,Mali
Liver cancer,0,Mali
Lung cancer,0,Mali
Mesothelioma,0,Mali
Mouth cancer,0,Mali
Multiple myeloma,0,Mali
Non-Hodgkin lymphoma,0,Mali
Other cancer,0,Mali
Ovarian cancer,0,Mali
Pancreatic cancer,0,Mali
Penile cancer,0,Mali
Prostate cancer,1,Mali
Rectal cancer,0,Mali
Salivary gland cancer,0,Mali
Skin cancer,0,Mali
Stomach cancer,0,Mali
Testicular cancer,0,Mali
Throat cancer,0,Mali
Thyroid cancer,0,Mali
Undetermined cancer,0,Mali
Uterine cancer,0,Mali
Vaginal cancer,0,Mali
Vulvar cancer,0,Mali
Anal cancer,0,Benin
Bladder cancer,0,Benin
Brain cancer,0,Benin
Breast cancer,0,Benin
Cervical cancer,0,Benin
Colon cancer,0,Benin
Colorectal cancer,0,Benin
Esophageal cancer,0,Benin
Gallbladder cancer,0,Benin
Hodgkin lymphoma,0,Benin
Kaposi sarcoma,0,Benin
Kidney cancer,0,Benin
Laryngeal cancer,0,Benin
Leukemia,0,Benin
Liver cancer,0,Benin
Lung cancer,0,Benin
Mesothelioma,0,Benin
Mouth cancer,0,Benin
Multiple myeloma,0,Benin
Non-Hodgkin lymphoma,0,Benin
Other cancer,0,Benin
Ovarian cancer,0,Benin
Pancreatic cancer,0,Benin
Penile cancer,0,Benin
Prostate cancer,0,Benin
Rectal cancer,0,Benin
Salivary gland cancer,0,Benin
Skin cancer,0,Benin
Stomach cancer,0,Benin
Testicular cancer,0,Benin
Throat cancer,0,Benin
Thyroid cancer,0,Benin
Undetermined cancer,0,Benin
Uterine cancer,0,Benin
Vaginal cancer,0,Benin
Vulvar cancer,0,Benin
Anal cancer,0,Egypt
Bladder cancer,39,Egypt
Brain cancer,9,Egypt
Breast cancer,89,Egypt
Cervical cancer,1,Egypt
Colon cancer,3,Egypt
Colorectal cancer,21,Egypt
Esophageal cancer,1,Egypt
Gallbladder cancer,0,Egypt
Hodgkin lymphoma,7,Egypt
Kaposi sarcoma,0,Egypt
Kidney cancer,3,Egypt
Laryngeal cancer,1,Egypt
Leukemia,40,Egypt
Liver cancer,39,Egypt
Lung cancer,39,Egypt
Mesothelioma,4,Egypt
Mouth cancer,0,Egypt
Multiple myeloma,5,Egypt
Non-Hodgkin lymphoma,7,Egypt
Other cancer,0,Egypt
Ovarian cancer,3,Egypt
Pancreatic cancer,6,Egypt
Penile cancer,0,Egypt
Prostate cancer,10,Egypt
Rectal cancer,16,Egypt
Salivary gland cancer,0,Egypt
Skin cancer,5,Egypt
Stomach cancer,2,Egypt
Testicular cancer,0,Egypt
Throat cancer,0,Egypt
Thyroid cancer,2,Egypt
Undetermined cancer,0,Egypt
Uterine cancer,3,Egypt
Vaginal cancer,0,Egypt
Vulvar cancer,0,Egypt
Anal cancer,53,United States
Bladder cancer,398,United States
Brain cancer,1272,United States
Breast cancer,5911,United States
Cervical cancer,647,United States
Colon cancer,576,United States
Colorectal cancer,1910,United States
Esophageal cancer,248,United States
Gallbladder cancer,26,United States
Hodgkin lymphoma,576,United States
Kaposi sarcoma,46,United States
Kidney cancer,996,United States
Laryngeal cancer,44,United States
Leukemia,4161,United States
Liver cancer,467,United States
Lung cancer,467,United States
Mesothelioma,232,United States
Mouth cancer,1,United States
Multiple myeloma,1196,United States
Non-Hodgkin lymphoma,837,United States
Other cancer,0,United States
Ovarian cancer,1357,United States
Pancreatic cancer,756,United States
Penile cancer,8,United States
Prostate cancer,3319,United States
Rectal cancer,235,United States
Salivary gland cancer,11,United States
Skin cancer,2422,United States
Stomach cancer,75,United States
Testicular cancer,43,United States
Throat cancer,2,United States
Thyroid cancer,201,United States
Undetermined cancer,0,United States
Uterine cancer,345,United States
Vaginal cancer,9,United States
Vulvar cancer,26,United States
Anal cancer,0,Guadeloupe
Bladder cancer,0,Guadeloupe
Brain cancer,0,Guadeloupe
Breast cancer,0,Guadeloupe
Cervical cancer,0,Guadeloupe
Colon cancer,0,Guadeloupe
Colorectal cancer,0,Guadeloupe
Esophageal cancer,0,Guadeloupe
Gallbladder cancer,0,Guadeloupe
Hodgkin lymphoma,0,Guadeloupe
Kaposi sarcoma,0,Guadeloupe
Kidney cancer,0,Guadeloupe
Laryngeal cancer,0,Guadeloupe
Leukemia,0,Guadeloupe
Liver cancer,0,Guadeloupe
Lung cancer,0,Guadeloupe
Mesothelioma,0,Guadeloupe
Mouth cancer,0,Guadeloupe
Multiple myeloma,0,Guadeloupe
Non-Hodgkin lymphoma,0,Guadeloupe
Other cancer,0,Guadeloupe
Ovarian cancer,0,Guadeloupe
Pancreatic cancer,0,Guadeloupe
Penile cancer,0,Guadeloupe
Prostate cancer,1,Guadeloupe
Rectal cancer,0,Guadeloupe
Salivary gland cancer,0,Guadeloupe
Skin cancer,0,Guadeloupe
Stomach cancer,0,Guadeloupe
Testicular cancer,0,Guadeloupe
Throat cancer,0,Guadeloupe
Thyroid cancer,0,Guadeloupe
Undetermined cancer,0,Guadeloupe
Uterine cancer,0,Guadeloupe
Vaginal cancer,0,Guadeloupe
Vulvar cancer,0,Guadeloupe
Anal cancer,0,Honduras
Bladder cancer,0,Honduras
Brain cancer,0,Honduras
Breast cancer,0,Honduras
Cervical cancer,2,Honduras
Colon cancer,0,Honduras
Colorectal cancer,0,Honduras
Esophageal cancer,0,Honduras
Gallbladder cancer,0,Honduras
Hodgkin lymphoma,0,Honduras
Kaposi sarcoma,0,Honduras
Kidney cancer,0,Honduras
Laryngeal cancer,0,Honduras
Leukemia,0,Honduras
Liver cancer,0,Honduras
Lung cancer,0,Honduras
Mesothelioma,0,Honduras
Mouth cancer,0,Honduras
Multiple myeloma,0,Honduras
Non-Hodgkin lymphoma,0,Honduras
Other cancer,0,Honduras
Ovarian cancer,0,Honduras
Pancreatic cancer,0,Honduras
Penile cancer,0,Honduras
Prostate cancer,0,Honduras
Rectal cancer,0,Honduras
Salivary gland cancer,0,Honduras
Skin cancer,0,Honduras
Stomach cancer,0,Honduras
Testicular cancer,0,Honduras
Throat cancer,0,Honduras
Thyroid cancer,0,Honduras
Undetermined cancer,0,Honduras
Uterine cancer,0,Honduras
Vaginal cancer,0,Honduras
Vulvar cancer,0,Honduras
Anal cancer,0,Syria
Bladder cancer,0,Syria
Brain cancer,0,Syria
Breast cancer,0,Syria
Cervical cancer,0,Syria
Colon cancer,0,Syria
Colorectal cancer,0,Syria
Esophageal cancer,0,Syria
Gallbladder cancer,0,Syria
Hodgkin lymphoma,0,Syria
Kaposi sarcoma,0,Syria
Kidney cancer,0,Syria
Laryngeal cancer,0,Syria
Leukemia,1,Syria
Liver cancer,0,Syria
Lung cancer,0,Syria
Mesothelioma,0,Syria
Mouth cancer,0,Syria
Multiple myeloma,0,Syria
Non-Hodgkin lymphoma,0,Syria
Other cancer,0,Syria
Ovarian cancer,0,Syria
Pancreatic cancer,0,Syria
Penile cancer,0,Syria
Prostate cancer,0,Syria
Rectal cancer,0,Syria
Salivary gland cancer,0,Syria
Skin cancer,0,Syria
Stomach cancer,0,Syria
Testicular cancer,0,Syria
Throat cancer,0,Syria
Thyroid cancer,0,Syria
Undetermined cancer,0,Syria
Uterine cancer,0,Syria
Vaginal cancer,0,Syria
Vulvar cancer,0,Syria
Anal cancer,0,Zambia
Bladder cancer,0,Zambia
Brain cancer,0,Zambia
Breast cancer,0,Zambia
Cervical cancer,2,Zambia
Colon cancer,0,Zambia
Colorectal cancer,0,Zambia
Esophageal cancer,0,Zambia
Gallbladder cancer,0,Zambia
Hodgkin lymphoma,0,Zambia
Kaposi sarcoma,0,Zambia
Kidney cancer,0,Zambia
Laryngeal cancer,0,Zambia
Leukemia,0,Zambia
Liver cancer,0,Zambia
Lung cancer,0,Zambia
Mesothelioma,0,Zambia
Mouth cancer,0,Zambia
Multiple myeloma,0,Zambia
Non-Hodgkin lymphoma,0,Zambia
Other cancer,0,Zambia
Ovarian cancer,0,Zambia
Pancreatic cancer,0,Zambia
Penile cancer,0,Zambia
Prostate cancer,0,Zambia
Rectal cancer,0,Zambia
Salivary gland cancer,0,Zambia
Skin cancer,0,Zambia
Stomach cancer,0,Zambia
Testicular cancer,0,Zambia
Throat cancer,0,Zambia
Thyroid cancer,0,Zambia
Undetermined cancer,0,Zambia
Uterine cancer,0,Zambia
Vaginal cancer,0,Zambia
Vulvar cancer,0,Zambia
Anal cancer,0,Panama
Bladder cancer,0,Panama
Brain cancer,0,Panama
Breast cancer,0,Panama
Cervical cancer,0,Panama
Colon cancer,0,Panama
Colorectal cancer,1,Panama
Esophageal cancer,0,Panama
Gallbladder cancer,0,Panama
Hodgkin lymphoma,0,Panama
Kaposi sarcoma,0,Panama
Kidney cancer,0,Panama
Laryngeal cancer,0,Panama
Leukemia,0,Panama
Liver cancer,0,Panama
Lung cancer,0,Panama
Mesothelioma,0,Panama
Mouth cancer,0,Panama
Multiple myeloma,0,Panama
Non-Hodgkin lymphoma,0,Panama
Other cancer,0,Panama
Ovarian cancer,0,Panama
Pancreatic cancer,0,Panama
Penile cancer,0,Panama
Prostate cancer,0,Panama
Rectal cancer,0,Panama
Salivary gland cancer,0,Panama
Skin cancer,0,Panama
Stomach cancer,0,Panama
Testicular cancer,0,Panama
Throat cancer,0,Panama
Thyroid cancer,0,Panama
Undetermined cancer,0,Panama
Uterine cancer,0,Panama
Vaginal cancer,0,Panama
Vulvar cancer,0,Panama
Anal cancer,2,Belgium
Bladder cancer,27,Belgium
Brain cancer,27,Belgium
Breast cancer,289,Belgium
Cervical cancer,26,Belgium
Colon cancer,12,Belgium
Colorectal cancer,96,Belgium
Esophageal cancer,4,Belgium
Gallbladder cancer,1,Belgium
Hodgkin lymphoma,8,Belgium
Kaposi sarcoma,0,Belgium
Kidney cancer,16,Belgium
Laryngeal cancer,0,Belgium
Leukemia,60,Belgium
Liver cancer,20,Belgium
Lung cancer,20,Belgium
Mesothelioma,15,Belgium
Mouth cancer,0,Belgium
Multiple myeloma,19,Belgium
Non-Hodgkin lymphoma,11,Belgium
Other cancer,0,Belgium
Ovarian cancer,41,Belgium
Pancreatic cancer,21,Belgium
Penile cancer,0,Belgium
Prostate cancer,99,Belgium
Rectal cancer,29,Belgium
Salivary gland cancer,0,Belgium
Skin cancer,61,Belgium
Stomach cancer,4,Belgium
Testicular cancer,1,Belgium
Throat cancer,0,Belgium
Thyroid cancer,2,Belgium
Undetermined cancer,0,Belgium
Uterine cancer,16,Belgium
Vaginal cancer,0,Belgium
Vulvar cancer,1,Belgium
Anal cancer,7,Netherlands
Bladder cancer,86,Netherlands
Brain cancer,74,Netherlands
Breast cancer,580,Netherlands
Cervical cancer,58,Netherlands
Colon cancer,65,Netherlands
Colorectal cancer,335,Netherlands
Esophageal cancer,67,Netherlands
Gallbladder cancer,1,Netherlands
Hodgkin lymphoma,28,Netherlands
Kaposi sarcoma,1,Netherlands
Kidney cancer,87,Netherlands
Laryngeal cancer,10,Netherlands
Leukemia,254,Netherlands
Liver cancer,19,Netherlands
Lung cancer,19,Netherlands
Mesothelioma,37,Netherlands
Mouth cancer,0,Netherlands
Multiple myeloma,106,Netherlands
Non-Hodgkin lymphoma,31,Netherlands
Other cancer,0,Netherlands
Ovarian cancer,161,Netherlands
Pancreatic cancer,80,Netherlands
Penile cancer,2,Netherlands
Prostate cancer,355,Netherlands
Rectal cancer,112,Netherlands
Salivary gland cancer,3,Netherlands
Skin cancer,229,Netherlands
Stomach cancer,13,Netherlands
Testicular cancer,20,Netherlands
Throat cancer,0,Netherlands
Thyroid cancer,18,Netherlands
Undetermined cancer,0,Netherlands
Uterine cancer,43,Netherlands
Vaginal cancer,1,Netherlands
Vulvar cancer,13,Netherlands
Anal cancer,0,Turkmenistan
Bladder cancer,0,Turkmenistan
Brain cancer,0,Turkmenistan
Breast cancer,0,Turkmenistan
Cervical cancer,0,Turkmenistan
Colon cancer,0,Turkmenistan
Colorectal cancer,0,Turkmenistan
Esophageal cancer,0,Turkmenistan
Gallbladder cancer,0,Turkmenistan
Hodgkin lymphoma,0,Turkmenistan
Kaposi sarcoma,0,Turkmenistan
Kidney cancer,0,Turkmenistan
Laryngeal cancer,0,Turkmenistan
Leukemia,0,Turkmenistan
Liver cancer,0,Turkmenistan
Lung cancer,0,Turkmenistan
Mesothelioma,0,Turkmenistan
Mouth cancer,0,Turkmenistan
Multiple myeloma,0,Turkmenistan
Non-Hodgkin lymphoma,0,Turkmenistan
Other cancer,0,Turkmenistan
Ovarian cancer,0,Turkmenistan
Pancreatic cancer,0,Turkmenistan
Penile cancer,0,Turkmenistan
Prostate cancer,0,Turkmenistan
Rectal cancer,0,Turkmenistan
Salivary gland cancer,0,Turkmenistan
Skin cancer,0,Turkmenistan
Stomach cancer,0,Turkmenistan
Testicular cancer,0,Turkmenistan
Throat cancer,0,Turkmenistan
Thyroid cancer,0,Turkmenistan
Undetermined cancer,0,Turkmenistan
Uterine cancer,0,Turkmenistan
Vaginal cancer,0,Turkmenistan
Vulvar cancer,0,Turkmenistan
Anal cancer,0,Mongolia
Bladder cancer,0,Mongolia
Brain cancer,0,Mongolia
Breast cancer,1,Mongolia
Cervical cancer,0,Mongolia
Colon cancer,0,Mongolia
Colorectal cancer,0,Mongolia
Esophageal cancer,0,Mongolia
Gallbladder cancer,0,Mongolia
Hodgkin lymphoma,0,Mongolia
Kaposi sarcoma,0,Mongolia
Kidney cancer,0,Mongolia
Laryngeal cancer,0,Mongolia
Leukemia,0,Mongolia
Liver cancer,0,Mongolia
Lung cancer,0,Mongolia
Mesothelioma,0,Mongolia
Mouth cancer,0,Mongolia
Multiple myeloma,0,Mongolia
Non-Hodgkin lymphoma,0,Mongolia
Other cancer,0,Mongolia
Ovarian cancer,0,Mongolia
Pancreatic cancer,0,Mongolia
Penile cancer,0,Mongolia
Prostate cancer,0,Mongolia
Rectal cancer,0,Mongolia
Salivary gland cancer,0,Mongolia
Skin cancer,0,Mongolia
Stomach cancer,0,Mongolia
Testicular cancer,0,Mongolia
Throat cancer,0,Mongolia
Thyroid cancer,0,Mongolia
Undetermined cancer,0,Mongolia
Uterine cancer,0,Mongolia
Vaginal cancer,0,Mongolia
Vulvar cancer,0,Mongolia
