Country,Cancer,ASR,Crude rate
DR Congo,Vaginal cancer,0.45,0.25
Costa Rica,Vaginal cancer,0.24,0.39
Croatia,Vaginal cancer,0.36,0.95
Cuba,Vaginal cancer,0.55,1.2
Cyprus,Vaginal cancer,0.0,0.0
Czechia,Vaginal cancer,0.43,1.1
Benin,Vaginal cancer,0.39,0.2
Denmark,Vaginal cancer,0.3,0.75
Dominican Republic,Vaginal cancer,0.92,1.0
Ecuador,Vaginal cancer,0.28,0.33
El Salvador,Vaginal cancer,0.17,0.29
Ethiopia,Vaginal cancer,0.59,0.36
Eritrea,Vaginal cancer,0.47,0.27
Estonia,Vaginal cancer,0.34,0.72
Fiji,Vaginal cancer,0.46,0.45
Finland,Vaginal cancer,0.33,0.82
France,Vaginal cancer,0.33,0.73
French Guiana,Vaginal cancer,0.0,0.0
French Polynesia,Vaginal cancer,0.0,0.0
Djibouti,Vaginal cancer,0.22,0.21
Gabon,Vaginal cancer,0.46,0.35
Georgia,Vaginal cancer,0.32,0.77
Gambia,Vaginal cancer,0.0,0.0
Palestine,Vaginal cancer,0.16,0.08
Germany,Vaginal cancer,0.44,1.4
Ghana,Vaginal cancer,0.15,0.14
Greece,Vaginal cancer,0.14,0.32
Guadeloupe,Vaginal cancer,0.0,0.0
Guam,Vaginal cancer,0.0,0.0
Guatemala,Vaginal cancer,0.19,0.16
Guinea,Vaginal cancer,0.46,0.31
Guyana,Vaginal cancer,0.0,0.0
Haiti,Vaginal cancer,0.49,0.39
Honduras,Vaginal cancer,0.45,0.37
Hungary,Vaginal cancer,0.52,1.4
Iceland,Vaginal cancer,0.27,0.58
India,Vaginal cancer,0.7,0.74
Indonesia,Vaginal cancer,0.3,0.33
Iran,Vaginal cancer,0.12,0.13
Iraq,Vaginal cancer,0.14,0.09
Ireland,Vaginal cancer,0.24,0.51
Israel,Vaginal cancer,0.25,0.45
Italy,Vaginal cancer,0.29,0.91
Cote d'Ivoire,Vaginal cancer,0.79,0.43
Jamaica,Vaginal cancer,0.31,0.4
Japan,Vaginal cancer,0.19,0.59
Kazakhstan,Vaginal cancer,0.4,0.52
Jordan,Vaginal cancer,0.28,0.22
Kenya,Vaginal cancer,0.36,0.21
North Korea,Vaginal cancer,0.14,0.23
South Korea,Vaginal cancer,0.17,0.37
Kuwait,Vaginal cancer,0.0,0.0
Kyrgyz Republic,Vaginal cancer,0.28,0.26
Laos,Vaginal cancer,0.27,0.21
Lebanon,Vaginal cancer,0.27,0.36
Lesotho,Vaginal cancer,0.34,0.27
Latvia,Vaginal cancer,0.44,1.3
Liberia,Vaginal cancer,0.55,0.38
Libya,Vaginal cancer,0.28,0.26
Lithuania,Vaginal cancer,0.33,0.91
Luxembourg,Vaginal cancer,0.28,0.95
Madagascar,Vaginal cancer,0.54,0.37
Malawi,Vaginal cancer,1.5,0.83
Malaysia,Vaginal cancer,0.26,0.3
Maldives,Vaginal cancer,0.0,0.0
Mali,Vaginal cancer,0.59,0.35
Malta,Vaginal cancer,0.23,0.9
Martinique,Vaginal cancer,0.27,0.99
Mauritania,Vaginal cancer,0.46,0.33
Mauritius,Vaginal cancer,0.44,0.77
Mexico,Vaginal cancer,0.31,0.37
Mongolia,Vaginal cancer,0.63,0.58
Moldova,Vaginal cancer,0.07,0.14
Montenegro,Vaginal cancer,0.26,0.63
Morocco,Vaginal cancer,0.31,0.35
Mozambique,Vaginal cancer,0.38,0.28
Oman,Vaginal cancer,0.38,0.22
Namibia,Vaginal cancer,1.2,0.88
Nepal,Vaginal cancer,0.23,0.22
Netherlands,Vaginal cancer,0.3,0.7
New Caledonia,Vaginal cancer,0.0,0.0
Vanuatu,Vaginal cancer,0.0,0.0
New Zealand,Vaginal cancer,0.45,0.88
Nicaragua,Vaginal cancer,0.41,0.44
Niger,Vaginal cancer,0.42,0.23
Nigeria,Vaginal cancer,0.28,0.16
Norway,Vaginal cancer,0.44,0.88
Pakistan,Vaginal cancer,0.29,0.23
Panama,Vaginal cancer,0.45,0.58
Papua New Guinea,Vaginal cancer,0.56,0.42
Paraguay,Vaginal cancer,0.03,0.03
Peru,Vaginal cancer,0.45,0.59
Philippines,Vaginal cancer,0.22,0.22
Poland,Vaginal cancer,0.27,0.79
Portugal,Vaginal cancer,0.27,0.88
Guinea-Bissau,Vaginal cancer,0.21,0.1
Timor-Leste,Vaginal cancer,0.0,0.0
Puerto Rico,Vaginal cancer,0.6,1.6
Qatar,Vaginal cancer,0.0,0.0
Reunion,Vaginal cancer,0.0,0.0
Romania,Vaginal cancer,0.31,0.7
Russia,Vaginal cancer,0.35,0.68
Rwanda,Vaginal cancer,0.24,0.16
St. Lucia,Vaginal cancer,0.87,1.1
Sao Tome and Principe,Vaginal cancer,0.0,0.0
Saudi Arabia,Vaginal cancer,0.04,0.03
Senegal,Vaginal cancer,0.48,0.33
Serbia,Vaginal cancer,0.36,0.82
Sierra Leone,Vaginal cancer,0.0,0.0
Singapore,Vaginal cancer,0.38,0.78
Slovakia,Vaginal cancer,0.27,0.61
Vietnam,Vaginal cancer,0.09,0.13
Slovenia,Vaginal cancer,0.51,1.2
Somalia,Vaginal cancer,0.57,0.31
South Africa,Vaginal cancer,0.74,0.75
Zimbabwe,Vaginal cancer,0.85,0.57
Spain,Vaginal cancer,0.26,0.83
South Sudan,Vaginal cancer,0.27,0.16
Sudan,Vaginal cancer,0.31,0.21
Suriname,Vaginal cancer,0.21,0.34
Eswatini,Vaginal cancer,0.73,0.5
Sweden,Vaginal cancer,0.33,0.73
Switzerland,Vaginal cancer,0.24,0.61
Syria,Vaginal cancer,0.17,0.14
Tajikistan,Vaginal cancer,0.02,0.02
Thailand,Vaginal cancer,0.26,0.46
Togo,Vaginal cancer,0.68,0.39
Trinidad and Tobago,Vaginal cancer,0.52,0.84
United Arab Emirates,Vaginal cancer,0.11,0.06
Tunisia,Vaginal cancer,0.19,0.26
Türkiye,Vaginal cancer,0.16,0.21
Turkmenistan,Vaginal cancer,0.25,0.22
Uganda,Vaginal cancer,0.35,0.18
Ukraine,Vaginal cancer,0.3,0.63
North Macedonia,Vaginal cancer,0.22,0.38
Egypt,Vaginal cancer,0.21,0.18
United Kingdom,Vaginal cancer,0.34,0.68
Tanzania,Vaginal cancer,0.66,0.36
United States,Vaginal cancer,0.42,0.85
Burkina Faso,Vaginal cancer,0.47,0.26
Uruguay,Vaginal cancer,0.44,1.0
Uzbekistan,Vaginal cancer,0.26,0.23
Venezuela,Vaginal cancer,0.64,0.77
Samoa,Vaginal cancer,0.0,0.0
Yemen,Vaginal cancer,0.41,0.23
Zambia,Vaginal cancer,0.97,0.47
"Micronesia, Fed. Sts.",Vaginal cancer,0.0,0.0
Afghanistan,Vulvar cancer,0.37,0.19
Albania,Vulvar cancer,1.0,2.1
Algeria,Vulvar cancer,0.41,0.43
Angola,Vulvar cancer,0.91,0.5
Azerbaijan,Vulvar cancer,0.3,0.35
Argentina,Vulvar cancer,0.83,1.5
Australia,Vulvar cancer,1.5,3.1
Austria,Vulvar cancer,1.4,3.8
Bahamas,Vulvar cancer,0.0,0.0
Bahrain,Vulvar cancer,0.15,0.16
Bangladesh,Vulvar cancer,0.37,0.35
Armenia,Vulvar cancer,0.48,1.1
Barbados,Vulvar cancer,1.5,2.0
Belgium,Vulvar cancer,1.9,4.5
Bhutan,Vulvar cancer,0.0,0.0
Bolivia,Vulvar cancer,0.51,0.45
Bosnia and Herzegovina,Vulvar cancer,0.8,2.0
Botswana,Vulvar cancer,2.6,2.7
Brazil,Vulvar cancer,0.84,1.3
Belize,Vulvar cancer,0.0,0.0
Solomon Islands,Vulvar cancer,0.0,0.0
Brunei Darussalam,Vulvar cancer,0.0,0.0
Bulgaria,Vulvar cancer,1.1,3.2
Myanmar,Vulvar cancer,0.47,0.53
Burundi,Vulvar cancer,1.3,0.77
Belarus,Vulvar cancer,1.3,3.4
Cambodia,Vulvar cancer,0.5,0.44
Cameroon,Vulvar cancer,0.87,0.42
Canada,Vulvar cancer,2.2,5.0
Cabo Verde,Vulvar cancer,0.32,0.35
Central African Republic,Vulvar cancer,1.3,0.63
Sri Lanka,Vulvar cancer,0.25,0.52
Chad,Vulvar cancer,0.62,0.34
Chile,Vulvar cancer,0.6,1.3
China,Vulvar cancer,0.32,0.6
Colombia,Vulvar cancer,1.1,1.5
Comoros,Vulvar cancer,1.6,1.3
Congo Republic,Vulvar cancer,1.6,0.79
DR Congo,Vulvar cancer,1.2,0.7
Costa Rica,Vulvar cancer,0.67,1.2
Croatia,Vulvar cancer,1.6,4.9
Cuba,Vulvar cancer,0.98,2.0
Cyprus,Vulvar cancer,0.96,2.1
Czechia,Vulvar cancer,1.9,5.0
Benin,Vulvar cancer,0.88,0.55
Denmark,Vulvar cancer,2.8,6.7
Dominican Republic,Vulvar cancer,0.13,0.18
Ecuador,Vulvar cancer,0.66,0.81
El Salvador,Vulvar cancer,0.48,0.8
Ethiopia,Vulvar cancer,1.1,0.8
Eritrea,Vulvar cancer,1.3,0.88
Estonia,Vulvar cancer,1.4,4.6
Fiji,Vulvar cancer,0.0,0.0
Finland,Vulvar cancer,1.7,5.0
France,Vulvar cancer,1.1,3.2
French Guiana,Vulvar cancer,0.0,0.0
French Polynesia,Vulvar cancer,0.0,0.0
Djibouti,Vulvar cancer,0.86,0.62
Gabon,Vulvar cancer,0.24,0.17
Georgia,Vulvar cancer,1.2,3.0
Gambia,Vulvar cancer,0.11,0.08
Palestine,Vulvar cancer,0.35,0.19
Germany,Vulvar cancer,3.7,10.9
Ghana,Vulvar cancer,0.65,0.44
Greece,Vulvar cancer,1.0,3.9
Guadeloupe,Vulvar cancer,0.66,2.3
Guam,Vulvar cancer,0.0,0.0
Guatemala,Vulvar cancer,0.2,0.15
Guinea,Vulvar cancer,0.4,0.22
Guyana,Vulvar cancer,0.67,0.76
Haiti,Vulvar cancer,0.06,0.05
Honduras,Vulvar cancer,0.59,0.53
Hungary,Vulvar cancer,1.6,5.0
Iceland,Vulvar cancer,1.9,4.7
India,Vulvar cancer,0.43,0.46
Indonesia,Vulvar cancer,0.84,0.94
Iran,Vulvar cancer,0.1,0.11
Iraq,Vulvar cancer,0.22,0.13
Ireland,Vulvar cancer,1.6,2.9
Israel,Vulvar cancer,0.85,1.7
Italy,Vulvar cancer,1.6,5.6
Cote d'Ivoire,Vulvar cancer,0.41,0.25
Jamaica,Vulvar cancer,0.37,0.47
Japan,Vulvar cancer,0.49,2.1
Kazakhstan,Vulvar cancer,0.92,1.3
Jordan,Vulvar cancer,0.32,0.24
Kenya,Vulvar cancer,0.94,0.58
North Korea,Vulvar cancer,0.26,0.42
South Korea,Vulvar cancer,0.35,0.8
Kuwait,Vulvar cancer,0.12,0.12
Kyrgyz Republic,Vulvar cancer,1.0,1.0
Laos,Vulvar cancer,0.61,0.51
Lebanon,Vulvar cancer,1.1,1.4
Lesotho,Vulvar cancer,2.8,2.5
Latvia,Vulvar cancer,1.6,5.3
Liberia,Vulvar cancer,0.23,0.15
Libya,Vulvar cancer,0.45,0.4
Lithuania,Vulvar cancer,0.95,3.2
Luxembourg,Vulvar cancer,2.0,3.2
Madagascar,Vulvar cancer,1.9,1.4
Malawi,Vulvar cancer,1.1,0.92
Malaysia,Vulvar cancer,0.29,0.34
Maldives,Vulvar cancer,0.0,0.0
Mali,Vulvar cancer,0.83,0.43
Malta,Vulvar cancer,1.4,4.5
Martinique,Vulvar cancer,0.0,0.0
Mauritania,Vulvar cancer,0.86,0.53
Mauritius,Vulvar cancer,0.77,1.6
Mexico,Vulvar cancer,0.56,0.71
Mongolia,Vulvar cancer,0.42,0.35
Moldova,Vulvar cancer,0.95,2.1
Montenegro,Vulvar cancer,0.3,0.63
Morocco,Vulvar cancer,0.88,1.1
Mozambique,Vulvar cancer,2.2,1.6
Oman,Vulvar cancer,0.05,0.05
Namibia,Vulvar cancer,1.7,1.4
Nepal,Vulvar cancer,0.16,0.15
Netherlands,Vulvar cancer,2.6,6.2
New Caledonia,Vulvar cancer,0.0,0.0
Vanuatu,Vulvar cancer,0.0,0.0
New Zealand,Vulvar cancer,1.4,2.9
Nicaragua,Vulvar cancer,0.49,0.52
Niger,Vulvar cancer,0.24,0.12
Nigeria,Vulvar cancer,1.9,0.99
Norway,Vulvar cancer,1.7,3.8
Pakistan,Vulvar cancer,0.3,0.23
Panama,Vulvar cancer,0.4,0.58
Papua New Guinea,Vulvar cancer,0.44,0.37
Paraguay,Vulvar cancer,0.96,1.1
Peru,Vulvar cancer,1.2,1.6
Philippines,Vulvar cancer,0.35,0.34
Poland,Vulvar cancer,1.4,4.0
Portugal,Vulvar cancer,0.78,3.7
Guinea-Bissau,Vulvar cancer,0.18,0.1
Timor-Leste,Vulvar cancer,0.0,0.0
Puerto Rico,Vulvar cancer,0.73,2.4
Qatar,Vulvar cancer,0.0,0.0
Reunion,Vulvar cancer,0.99,1.9
Romania,Vulvar cancer,1.8,4.8
Russia,Vulvar cancer,1.1,2.7
Rwanda,Vulvar cancer,1.4,0.93
St. Lucia,Vulvar cancer,0.92,1.1
Sao Tome and Principe,Vulvar cancer,0.0,0.0
Saudi Arabia,Vulvar cancer,0.14,0.11
Senegal,Vulvar cancer,0.69,0.42
Serbia,Vulvar cancer,1.3,3.1
Sierra Leone,Vulvar cancer,0.0,0.0
Singapore,Vulvar cancer,0.63,1.3
Slovakia,Vulvar cancer,1.9,4.4
Vietnam,Vulvar cancer,0.28,0.38
Slovenia,Vulvar cancer,1.8,5.9
Somalia,Vulvar cancer,1.1,0.6
South Africa,Vulvar cancer,2.0,2.2
Zimbabwe,Vulvar cancer,2.5,1.8
Spain,Vulvar cancer,1.3,3.9
South Sudan,Vulvar cancer,0.87,0.52
Sudan,Vulvar cancer,1.2,0.68
Suriname,Vulvar cancer,1.2,1.4
Eswatini,Vulvar cancer,5.1,4.0
Sweden,Vulvar cancer,1.7,4.4
Switzerland,Vulvar cancer,0.97,3.2
Syria,Vulvar cancer,0.56,0.46
Tajikistan,Vulvar cancer,0.3,0.18
Thailand,Vulvar cancer,0.37,0.7
Togo,Vulvar cancer,0.74,0.41
Trinidad and Tobago,Vulvar cancer,0.61,1.1
United Arab Emirates,Vulvar cancer,0.1,0.1
Tunisia,Vulvar cancer,0.54,0.82
Türkiye,Vulvar cancer,0.5,0.72
Turkmenistan,Vulvar cancer,0.54,0.51
Uganda,Vulvar cancer,1.1,0.58
Ukraine,Vulvar cancer,1.1,2.8
North Macedonia,Vulvar cancer,0.33,0.77
Egypt,Vulvar cancer,0.53,0.48
United Kingdom,Vulvar cancer,1.9,4.4
Tanzania,Vulvar cancer,1.3,0.91
United States,Vulvar cancer,1.8,3.7
Burkina Faso,Vulvar cancer,0.47,0.37
Uruguay,Vulvar cancer,1.1,2.6
Uzbekistan,Vulvar cancer,0.47,0.46
Venezuela,Vulvar cancer,0.49,0.63
Samoa,Vulvar cancer,0.0,0.0
Yemen,Vulvar cancer,0.24,0.12
Zambia,Vulvar cancer,1.7,1.1
"Micronesia, Fed. Sts.",Vulvar cancer,0.0,0.0
Afghanistan,Throat cancer,1.75,1.01
Angola,Throat cancer,1.85,0.94
Albania,Throat cancer,1.6,2.93
United Arab Emirates,Throat cancer,0.7400000000000001,0.5
Argentina,Throat cancer,1.16,1.47
Armenia,Throat cancer,0.6699999999999999,1.01
Australia,Throat cancer,3.46,5.48
Austria,Throat cancer,3.15,6.23
Azerbaijan,Throat cancer,1.07,1.27
Burundi,Throat cancer,1.85,0.8899999999999999
Belgium,Throat cancer,3.93,7.300000000000001
Benin,Throat cancer,1.51,0.8400000000000001
Burkina Faso,Throat cancer,0.42,0.21
Bangladesh,Throat cancer,8.91,8.28
Bulgaria,Throat cancer,2.43,4.4
Bahrain,Throat cancer,0.5900000000000001,0.45
Bahamas,Throat cancer,0.45,0.5
Bosnia and Herzegovina,Throat cancer,1.65,3.14
Belarus,Throat cancer,5.69,9.42
Belize,Throat cancer,0.0,0.0
Bolivia,Throat cancer,0.78,0.72
Brazil,Throat cancer,2.8600000000000003,3.7
Barbados,Throat cancer,3.31,5.89
Brunei Darussalam,Throat cancer,6.4,7.2
Bhutan,Throat cancer,5.3,4.6
Botswana,Throat cancer,1.52,1.15
Central African Republic,Throat cancer,1.68,0.96
Canada,Throat cancer,3.1100000000000003,5.5
Switzerland,Throat cancer,3.31,6.41
Chile,Throat cancer,0.69,1.11
China,Throat cancer,3.12,4.84
Cote d'Ivoire,Throat cancer,0.84,0.59
Cameroon,Throat cancer,4.24,2.48
DR Congo,Throat cancer,1.41,0.77
Congo Republic,Throat cancer,0.52,0.33
Colombia,Throat cancer,1.34,1.6800000000000002
Comoros,Throat cancer,0.33,0.22
Cabo Verde,Throat cancer,0.8300000000000001,0.71
Costa Rica,Throat cancer,0.96,1.4
Cuba,Throat cancer,5.01,9.3
Cyprus,Throat cancer,0.91,1.2200000000000002
Czechia,Throat cancer,3.92,7.28
Germany,Throat cancer,3.91,8.309999999999999
Djibouti,Throat cancer,0.69,0.59
Denmark,Throat cancer,5.3,10.16
Dominican Republic,Throat cancer,2.35,2.45
Algeria,Throat cancer,3.86,3.97
Ecuador,Throat cancer,0.68,0.74
Egypt,Throat cancer,0.8200000000000001,0.71
Eritrea,Throat cancer,1.24,0.85
Spain,Throat cancer,2.44,4.69
Estonia,Throat cancer,3.64,6.3
Ethiopia,Throat cancer,1.25,0.87
Finland,Throat cancer,1.71,3.24
Fiji,Throat cancer,0.58,0.66
France,Throat cancer,5.67,10.010000000000002
Gabon,Throat cancer,1.88,1.29
United Kingdom,Throat cancer,3.45,5.9
Georgia,Throat cancer,2.2,3.68
Ghana,Throat cancer,1.27,1.0
Guinea,Throat cancer,0.32,0.18
Guadeloupe,Throat cancer,4.34,7.25
Gambia,Throat cancer,0.0,0.0
Guinea-Bissau,Throat cancer,0.06,0.05
Greece,Throat cancer,1.39,2.69
Guatemala,Throat cancer,0.46,0.36
French Guiana,Throat cancer,2.41,2.22
Guam,Throat cancer,3.44,4.08
Guyana,Throat cancer,0.6,0.63
Honduras,Throat cancer,0.39,0.35
Croatia,Throat cancer,3.79,7.32
Haiti,Throat cancer,1.44,1.14
Hungary,Throat cancer,7.76,13.49
Indonesia,Throat cancer,6.709999999999999,7.449999999999999
India,Throat cancer,4.15,4.36
Ireland,Throat cancer,2.6,4.24
Iran,Throat cancer,0.53,0.5700000000000001
Iraq,Throat cancer,0.7699999999999999,0.53
Iceland,Throat cancer,0.57,0.87
Israel,Throat cancer,0.88,1.08
Italy,Throat cancer,2.2,4.359999999999999
Jamaica,Throat cancer,1.4500000000000002,1.78
Jordan,Throat cancer,1.37,1.17
Japan,Throat cancer,2.69,6.62
Kazakhstan,Throat cancer,1.49,1.7
Kenya,Throat cancer,3.42,2.1
Kyrgyz Republic,Throat cancer,1.7999999999999998,1.53
Cambodia,Throat cancer,3.56,3.03
South Korea,Throat cancer,1.78,3.39
Kuwait,Throat cancer,1.28,1.38
Laos,Throat cancer,5.37,4.45
Lebanon,Throat cancer,0.62,0.68
Liberia,Throat cancer,0.32,0.25
Libya,Throat cancer,2.26,2.21
St. Lucia,Throat cancer,0.85,1.1
Sri Lanka,Throat cancer,3.12,4.52
Lesotho,Throat cancer,0.43,0.33
Lithuania,Throat cancer,4.99,9.45
Luxembourg,Throat cancer,1.77,3.01
Latvia,Throat cancer,4.21,7.52
Morocco,Throat cancer,2.95,3.23
Moldova,Throat cancer,6.029999999999999,9.1
Madagascar,Throat cancer,2.36,1.4300000000000002
Maldives,Throat cancer,7.5,6.7
Mexico,Throat cancer,0.53,0.62
North Macedonia,Throat cancer,1.01,1.73
Mali,Throat cancer,0.6699999999999999,0.35
Malta,Throat cancer,1.2,2.45
Myanmar,Throat cancer,7.0,7.5
Montenegro,Throat cancer,1.9,3.12
Mongolia,Throat cancer,1.4,1.2999999999999998
Mozambique,Throat cancer,0.62,0.4
Mauritania,Throat cancer,0.6,0.38
Martinique,Throat cancer,2.17,4.7700000000000005
Mauritius,Throat cancer,1.55,2.46
Malawi,Throat cancer,0.46,0.31
Malaysia,Throat cancer,6.710000000000001,7.39
"Micronesia, Fed. Sts.",Throat cancer,3.61,3.74
Namibia,Throat cancer,2.1100000000000003,1.29
New Caledonia,Throat cancer,3.24,4.48
Niger,Throat cancer,0.69,0.3399999999999999
Nigeria,Throat cancer,1.45,0.86
Nicaragua,Throat cancer,1.08,1.02
Netherlands,Throat cancer,2.1,4.28
Norway,Throat cancer,2.13,3.61
Nepal,Throat cancer,0.8300000000000001,0.72
New Zealand,Throat cancer,2.0,3.2
Oman,Throat cancer,1.1,0.93
Pakistan,Throat cancer,2.13,1.65
Panama,Throat cancer,1.26,1.62
Peru,Throat cancer,1.01,1.24
Philippines,Throat cancer,4.29,4.0
Papua New Guinea,Throat cancer,1.93,1.31
Poland,Throat cancer,4.640000000000001,7.96
Puerto Rico,Throat cancer,2.5,5.13
North Korea,Throat cancer,1.43,1.99
Portugal,Throat cancer,5.65,10.4
Paraguay,Throat cancer,3.01,2.63
Palestine,Throat cancer,0.76,0.52
French Polynesia,Throat cancer,4.800000000000001,6.4
Qatar,Throat cancer,0.7799999999999999,0.66
Reunion,Throat cancer,5.68,8.440000000000001
Romania,Throat cancer,8.600000000000001,14.2
Russia,Throat cancer,3.37,5.3
Rwanda,Throat cancer,0.75,0.48
Saudi Arabia,Throat cancer,1.66,1.72
Sudan,Throat cancer,2.22,1.46
Senegal,Throat cancer,0.51,0.3
Singapore,Throat cancer,6.4,11.089999999999998
Solomon Islands,Throat cancer,0.5900000000000001,0.42
Sierra Leone,Throat cancer,0.0,0.0
El Salvador,Throat cancer,0.37,0.5
Somalia,Throat cancer,2.0700000000000003,1.18
Serbia,Throat cancer,2.63,4.470000000000001
South Sudan,Throat cancer,1.99,1.24
Sao Tome and Principe,Throat cancer,0.0,0.0
Suriname,Throat cancer,1.16,1.34
Slovakia,Throat cancer,8.18,13.63
Slovenia,Throat cancer,4.08,7.74
Sweden,Throat cancer,1.9,3.27
Eswatini,Throat cancer,0.35,0.25
Syria,Throat cancer,0.86,0.77
Chad,Throat cancer,0.95,0.41
Togo,Throat cancer,1.54,0.93
Thailand,Throat cancer,3.75,6.1
Tajikistan,Throat cancer,0.87,0.5800000000000001
Turkmenistan,Throat cancer,2.44,2.21
Timor-Leste,Throat cancer,5.0,3.5
Trinidad and Tobago,Throat cancer,1.37,2.03
Tunisia,Throat cancer,3.45,4.19
Türkiye,Throat cancer,1.35,1.58
Tanzania,Throat cancer,2.08,1.04
Uganda,Throat cancer,3.16,1.47
Ukraine,Throat cancer,4.07,6.64
Uruguay,Throat cancer,2.18,3.19
United States,Throat cancer,3.39,5.59
Uzbekistan,Throat cancer,1.76,1.67
Venezuela,Throat cancer,1.65,1.93
Vietnam,Throat cancer,7.28,8.81
Vanuatu,Throat cancer,0.0,0.0
Samoa,Throat cancer,2.2,2.0
Yemen,Throat cancer,1.82,1.39
South Africa,Throat cancer,1.49,1.32
Zambia,Throat cancer,0.8400000000000001,0.41
Zimbabwe,Throat cancer,0.9,0.56
Afghanistan,Skin cancer,3.1900000000000004,1.55
Angola,Skin cancer,3.6,2.05
Albania,Skin cancer,7.4,14.3
United Arab Emirates,Skin cancer,2.15,1.11
Argentina,Skin cancer,7.699999999999999,11.6
Armenia,Skin cancer,4.2,6.8
Australia,Skin cancer,177.1,297.7
Austria,Skin cancer,30.0,81.3
Azerbaijan,Skin cancer,3.56,4.300000000000001
Burundi,Skin cancer,2.99,1.38
Belgium,Skin cancer,44.1,108.1
Benin,Skin cancer,2.0500000000000003,1.2
Burkina Faso,Skin cancer,2.44,1.13
Bangladesh,Skin cancer,1.02,0.95
Bulgaria,Skin cancer,9.9,26.2
Bahrain,Skin cancer,0.85,0.67
Bahamas,Skin cancer,4.33,5.25
Bosnia and Herzegovina,Skin cancer,12.1,25.700000000000003
Belarus,Skin cancer,13.2,26.4
Belize,Skin cancer,12.8,11.2
Bolivia,Skin cancer,7.6,9.0
Brazil,Skin cancer,14.1,21.0
Barbados,Skin cancer,3.1,5.6
Brunei Darussalam,Skin cancer,6.699999999999999,7.0
Bhutan,Skin cancer,1.2,1.0
Botswana,Skin cancer,6.5,5.1
Central African Republic,Skin cancer,2.2,1.14
Canada,Skin cancer,68.0,186.1
Switzerland,Skin cancer,50.9,143.6
Chile,Skin cancer,10.5,19.5
China,Skin cancer,2.27,4.12
Cote d'Ivoire,Skin cancer,1.9,1.17
Cameroon,Skin cancer,3.2,1.65
DR Congo,Skin cancer,2.3,1.21
Congo Republic,Skin cancer,1.84,0.93
Colombia,Skin cancer,6.6,9.3
Comoros,Skin cancer,3.18,2.4200000000000004
Cabo Verde,Skin cancer,3.22,2.63
Costa Rica,Skin cancer,20.2,31.700000000000003
Cuba,Skin cancer,17.01,37.0
Cyprus,Skin cancer,14.1,31.8
Czechia,Skin cancer,28.1,69.9
Germany,Skin cancer,36.0,116.6
Djibouti,Skin cancer,2.0,1.8
Denmark,Skin cancer,56.0,137.5
Dominican Republic,Skin cancer,2.6900000000000004,3.13
Algeria,Skin cancer,3.66,3.77
Ecuador,Skin cancer,8.1,9.7
Egypt,Skin cancer,2.4400000000000004,2.01
Eritrea,Skin cancer,2.86,1.82
Spain,Skin cancer,16.0,43.0
Estonia,Skin cancer,16.7,37.900000000000006
Ethiopia,Skin cancer,3.75,2.31
Finland,Skin cancer,31.4,83.7
Fiji,Skin cancer,1.84,1.65
France,Skin cancer,35.9,97.9
Gabon,Skin cancer,2.74,1.83
United Kingdom,Skin cancer,32.6,83.5
Georgia,Skin cancer,9.8,20.3
Ghana,Skin cancer,1.5299999999999998,1.09
Guinea,Skin cancer,3.78,2.0500000000000003
Guadeloupe,Skin cancer,10.5,23.3
Gambia,Skin cancer,0.36,0.2
Guinea-Bissau,Skin cancer,2.64,1.5499999999999998
Greece,Skin cancer,12.0,38.6
Guatemala,Skin cancer,3.48,3.0700000000000003
French Guiana,Skin cancer,11.3,10.5
Guam,Skin cancer,0.0,0.0
Guyana,Skin cancer,0.21,0.25
Honduras,Skin cancer,2.66,2.19
Croatia,Skin cancer,19.3,55.8
Haiti,Skin cancer,1.36,1.14
Hungary,Skin cancer,23.5,54.7
Indonesia,Skin cancer,3.3000000000000003,3.41
India,Skin cancer,1.07,1.08
Ireland,Skin cancer,55.8,118.0
Iran,Skin cancer,5.28,5.53
Iraq,Skin cancer,2.02,1.21
Iceland,Skin cancer,22.9,48.6
Israel,Skin cancer,12.3,17.1
Italy,Skin cancer,24.8,71.0
Jamaica,Skin cancer,2.26,2.87
Jordan,Skin cancer,2.5500000000000003,1.88
Japan,Skin cancer,2.8,11.1
Kazakhstan,Skin cancer,10.3,12.5
Kenya,Skin cancer,3.2,1.67
Kyrgyz Republic,Skin cancer,5.26,4.04
Cambodia,Skin cancer,2.51,2.01
South Korea,Skin cancer,4.43,10.5
Kuwait,Skin cancer,0.73,0.78
Laos,Skin cancer,2.41,1.73
Lebanon,Skin cancer,5.300000000000001,6.5
Liberia,Skin cancer,2.74,1.8
Libya,Skin cancer,1.6,1.3
St. Lucia,Skin cancer,0.4,0.54
Sri Lanka,Skin cancer,1.63,2.36
Lesotho,Skin cancer,4.07,3.1100000000000003
Lithuania,Skin cancer,9.6,24.3
Luxembourg,Skin cancer,43.5,94.8
Latvia,Skin cancer,14.4,32.9
Morocco,Skin cancer,1.75,1.92
Moldova,Skin cancer,24.1,42.0
Madagascar,Skin cancer,4.1,2.7
Maldives,Skin cancer,2.3,1.5
Mexico,Skin cancer,6.8,8.299999999999999
North Macedonia,Skin cancer,12.1,24.9
Mali,Skin cancer,3.73,1.77
Malta,Skin cancer,16.9,44.2
Myanmar,Skin cancer,3.08,3.07
Montenegro,Skin cancer,24.3,49.2
Mongolia,Skin cancer,1.98,1.5499999999999998
